champion_id,skin_name,rarity,price_rp,is_base,champion_id_norm,skin_name_norm
Jax,Warden Jax,Epic,1350,False,jax,wardenjax
Jax,God Staff Jax,Epic,1350,False,jax,godstaffjax
Jax,Mecha Kingdoms Jax,Epic,1350,False,jax,mechakingdomsjax
Jax,Conqueror Jax,Epic,1350,False,jax,conquerorjax
Jax,Prestige Conqueror Jax,Epic,1350,False,jax,prestigeconquerorjax
Jax,Empyrean Jax,Epic,1350,False,jax,empyreanjax
Jax,Neo PAX Jax,Epic,1350,False,jax,neopaxjax
Jax,PROJECT: Jax,Epic,1350,False,jax,project:jax
Morgana,Morgana,Default,0,True,morgana,morgana
Morgana,Exiled Morgana,Epic,1350,False,morgana,exiledmorgana
Morgana,Sinful Succulence Morgana,Epic,1350,False,morgana,sinfulsucculencemorgana
Morgana,Blade Mistress Morgana,Epic,1350,False,morgana,blademistressmorgana
Morgana,Blackthorn Morgana,Epic,1350,False,morgana,blackthornmorgana
Morgana,Ghost Bride Morgana,Epic,1350,False,morgana,ghostbridemorgana
Morgana,Victorious Morgana,Epic,1350,False,morgana,victoriousmorgana
Morgana,Lunar Wraith Morgana,Epic,1350,False,morgana,lunarwraithmorgana
Morgana,Bewitching Morgana,Epic,1350,False,morgana,bewitchingmorgana
Morgana,Majestic Empress Morgana,Epic,1350,False,morgana,majesticempressmorgana
Morgana,Coven Morgana,Epic,1350,False,morgana,covenmorgana
Morgana,Dawnbringer Morgana,Epic,1350,False,morgana,dawnbringermorgana
Morgana,Prestige Bewitching Morgana,Epic,1350,False,morgana,prestigebewitchingmorgana
Morgana,Star Nemesis Morgana,Epic,1350,False,morgana,starnemesismorgana
Morgana,Snow Moon Morgana,Epic,1350,False,morgana,snowmoonmorgana
Morgana,Porcelain Morgana,Epic,1350,False,morgana,porcelainmorgana
Morgana,Spirit Blossom Morgana,Epic,1350,False,morgana,spiritblossommorgana
Morgana,Prestige Veiled Lady Morgana,Epic,1350,False,morgana,prestigeveiledladymorgana
Zilean,Zilean,Default,0,True,zilean,zilean
Zilean,Old Saint Zilean,Epic,1350,False,zilean,oldsaintzilean
Zilean,Groovy Zilean,Epic,1350,False,zilean,groovyzilean
Zilean,Shurima Desert Zilean,Epic,1350,False,zilean,shurimadesertzilean
Zilean,Time Machine Zilean,Epic,1350,False,zilean,timemachinezilean
Zilean,Blood Moon Zilean,Epic,1350,False,zilean,bloodmoonzilean
Zilean,Sugar Rush Zilean,Epic,1350,False,zilean,sugarrushzilean
Zilean,Winterblessed Zilean,Epic,1350,False,zilean,winterblessedzilean
Zilean,Arcana Zilean,Epic,1350,False,zilean,arcanazilean
Singed,Singed,Default,0,True,singed,singed
Singed,Riot Squad Singed,Epic,1350,False,singed,riotsquadsinged
Singed,Hextech Singed,Epic,1350,False,singed,hextechsinged
Singed,Surfer Singed,Epic,1350,False,singed,surfersinged
Singed,Mad Scientist Singed,Epic,1350,False,singed,madscientistsinged
Singed,Augmented Singed,Epic,1350,False,singed,augmentedsinged
Singed,Snow Day Singed,Epic,1350,False,singed,snowdaysinged
Singed,SSW Singed,Epic,1350,False,singed,sswsinged
Singed,Black Scourge Singed,Epic,1350,False,singed,blackscourgesinged
Singed,Beekeeper Singed,Epic,1350,False,singed,beekeepersinged
Singed,Resistance Singed,Epic,1350,False,singed,resistancesinged
Singed,Astronaut Singed,Epic,1350,False,singed,astronautsinged
Singed,Arcane Shimmer Lab Singed,Epic,1350,False,singed,arcaneshimmerlabsinged
Evelynn,Evelynn,Default,0,True,evelynn,evelynn
Evelynn,Shadow Evelynn,Epic,1350,False,evelynn,shadowevelynn
Evelynn,Masquerade Evelynn,Epic,1350,False,evelynn,masqueradeevelynn
Evelynn,Tango Evelynn,Epic,1350,False,evelynn,tangoevelynn
Evelynn,Safecracker Evelynn,Epic,1350,False,evelynn,safecrackerevelynn
Evelynn,Blood Moon Evelynn,Epic,1350,False,evelynn,bloodmoonevelynn
Evelynn,K/DA Evelynn,Epic,1350,False,evelynn,k/daevelynn
Evelynn,Prestige K/DA Evelynn,Epic,1350,False,evelynn,prestigek/daevelynn
Evelynn,Sugar Rush Evelynn,Epic,1350,False,evelynn,sugarrushevelynn
Evelynn,K/DA ALL OUT Evelynn,Epic,1350,False,evelynn,k/daalloutevelynn
Evelynn,Coven Evelynn,Epic,1350,False,evelynn,covenevelynn
Evelynn,Prestige K/DA Evelynn (2022),Epic,1350,False,evelynn,prestigek/daevelynn(2022)
Evelynn,Spirit Blossom Evelynn,Epic,1350,False,evelynn,spiritblossomevelynn
Evelynn,Soul Fighter Evelynn,Epic,1350,False,evelynn,soulfighterevelynn
Evelynn,High Noon Evelynn,Epic,1350,False,evelynn,highnoonevelynn
Evelynn,Prestige High Noon Evelynn,Epic,1350,False,evelynn,prestigehighnoonevelynn
Evelynn,Nightbringer Evelynn,Epic,1350,False,evelynn,nightbringerevelynn
Twitch,Twitch,Default,0,True,twitch,twitch
Twitch,Kingpin Twitch,Epic,1350,False,twitch,kingpintwitch
Twitch,Whistler Village Twitch,Epic,1350,False,twitch,whistlervillagetwitch
Twitch,Medieval Twitch,Epic,1350,False,twitch,medievaltwitch
Twitch,Crime City Twitch,Epic,1350,False,twitch,crimecitytwitch
Twitch,Vandal Twitch,Epic,1350,False,twitch,vandaltwitch
Twitch,Pickpocket Twitch,Epic,1350,False,twitch,pickpockettwitch
Twitch,SSW Twitch,Epic,1350,False,twitch,sswtwitch
Twitch,Omega Squad Twitch,Epic,1350,False,twitch,omegasquadtwitch
Twitch,Ice King Twitch,Epic,1350,False,twitch,icekingtwitch
Twitch,Twitch Shadowfoot,Epic,1350,False,twitch,twitchshadowfoot
Twitch,Dragonslayer Twitch,Epic,1350,False,twitch,dragonslayertwitch
Twitch,High Noon Twitch,Epic,1350,False,twitch,highnoontwitch
Twitch,Cheddar Chief Twitch,Epic,1350,False,twitch,cheddarchieftwitch
Twitch,Pool Party Twitch,Epic,1350,False,twitch,poolpartytwitch
Karthus,Karthus,Default,0,True,karthus,karthus
Karthus,Phantom Karthus,Epic,1350,False,karthus,phantomkarthus
Karthus,Statue of Karthus,Epic,1350,False,karthus,statueofkarthus
Karthus,Grim Reaper Karthus,Epic,1350,False,karthus,grimreaperkarthus
Karthus,Pentakill Karthus,Epic,1350,False,karthus,pentakillkarthus
Karthus,Fnatic Karthus,Epic,1350,False,karthus,fnatickarthus
Karthus,Karthus Lightsbane,Epic,1350,False,karthus,karthuslightsbane
Karthus,Infernal Karthus,Epic,1350,False,karthus,infernalkarthus
Karthus,Pentakill III: Lost Chapter Karthus,Epic,1350,False,karthus,pentakilliii:lostchapterkarthus
Karthus,Elderwood Karthus,Epic,1350,False,karthus,elderwoodkarthus
Karthus,Arcana Karthus,Epic,1350,False,karthus,arcanakarthus
Chogath,Cho'Gath,Default,0,True,chogath,chogath
Chogath,Nightmare Cho'Gath,Epic,1350,False,chogath,nightmarechogath
Chogath,Gentleman Cho'Gath,Epic,1350,False,chogath,gentlemanchogath
Chogath,Loch Ness Cho'Gath,Epic,1350,False,chogath,lochnesschogath
Chogath,Jurassic Cho'Gath,Epic,1350,False,chogath,jurassicchogath
Chogath,Battlecast Prime Cho'Gath,Epic,1350,False,chogath,battlecastprimechogath
Chogath,Prehistoric Cho'Gath,Epic,1350,False,chogath,prehistoricchogath
Chogath,Dark Star Cho'Gath,Epic,1350,False,chogath,darkstarchogath
Chogath,Shan Hai Scrolls Cho'Gath,Epic,1350,False,chogath,shanhaiscrollschogath
Chogath,Broken Covenant Cho'Gath,Epic,1350,False,chogath,brokencovenantchogath
Chogath,Toy Terror Cho'Gath,Epic,1350,False,chogath,toyterrorchogath
Chogath,Petricite Cho'Gath,Epic,1350,False,chogath,petricitechogath
Amumu,Amumu,Default,0,True,amumu,amumu
Amumu,Pharaoh Amumu,Epic,1350,False,amumu,pharaohamumu
Amumu,Vancouver Amumu,Epic,1350,False,amumu,vancouveramumu
Amumu,Emumu,Epic,1350,False,amumu,emumu
Amumu,Re-Gifted Amumu,Epic,1350,False,amumu,re-giftedamumu
Amumu,Almost-Prom King Amumu,Epic,1350,False,amumu,almost-promkingamumu
Amumu,Little Knight Amumu,Epic,1350,False,amumu,littleknightamumu
Amumu,Sad Robot Amumu,Epic,1350,False,amumu,sadrobotamumu
Amumu,Surprise Party Amumu,Epic,1350,False,amumu,surprisepartyamumu
Amumu,Infernal Amumu,Epic,1350,False,amumu,infernalamumu
Amumu,Hextech Amumu,Epic,1350,False,amumu,hextechamumu
Amumu,Pumpkin Prince Amumu,Epic,1350,False,amumu,pumpkinprinceamumu
Amumu,Porcelain Amumu,Epic,1350,False,amumu,porcelainamumu
Amumu,Heartache Amumu,Epic,1350,False,amumu,heartacheamumu
Amumu,Dumpling Darlings Amumu,Epic,1350,False,amumu,dumplingdarlingsamumu
Rammus,Rammus,Default,0,True,rammus,rammus
Rammus,King Rammus,Epic,1350,False,rammus,kingrammus
Rammus,Chrome Rammus,Epic,1350,False,rammus,chromerammus
Rammus,Molten Rammus,Epic,1350,False,rammus,moltenrammus
Rammus,Freljord Rammus,Epic,1350,False,rammus,freljordrammus
Rammus,Ninja Rammus,Epic,1350,False,rammus,ninjarammus
Rammus,Full Metal Rammus,Epic,1350,False,rammus,fullmetalrammus
Rammus,Guardian of the Sands Rammus,Epic,1350,False,rammus,guardianofthesandsrammus
Rammus,Sweeper Rammus,Epic,1350,False,rammus,sweeperrammus
Rammus,Hextech Rammus,Epic,1350,False,rammus,hextechrammus
Rammus,Astronaut Rammus,Epic,1350,False,rammus,astronautrammus
Rammus,Durian Defender Rammus,Epic,1350,False,rammus,duriandefenderrammus
Anivia,Anivia,Default,0,True,anivia,anivia
Anivia,Team Spirit Anivia,Epic,1350,False,anivia,teamspiritanivia
Anivia,Bird of Prey Anivia,Epic,1350,False,anivia,birdofpreyanivia
Anivia,Noxus Hunter Anivia,Epic,1350,False,anivia,noxushunteranivia
Anivia,Hextech Anivia,Epic,1350,False,anivia,hextechanivia
Anivia,Blackfrost Anivia,Epic,1350,False,anivia,blackfrostanivia
Anivia,Prehistoric Anivia,Epic,1350,False,anivia,prehistoricanivia
Anivia,Festival Queen Anivia,Epic,1350,False,anivia,festivalqueenanivia
Anivia,Papercraft Anivia,Epic,1350,False,anivia,papercraftanivia
Anivia,Cosmic Flight Anivia,Epic,1350,False,anivia,cosmicflightanivia
Anivia,Divine Phoenix Anivia,Epic,1350,False,anivia,divinephoenixanivia
Anivia,Bewitching Batnivia,Epic,1350,False,anivia,bewitchingbatnivia
Anivia,Victorious Anivia,Epic,1350,False,anivia,victoriousanivia
Shaco,Shaco,Default,0,True,shaco,shaco
Shaco,Mad Hatter Shaco,Epic,1350,False,shaco,madhattershaco
Shaco,Royal Shaco,Epic,1350,False,shaco,royalshaco
Shaco,Nutcracko,Epic,1350,False,shaco,nutcracko
Shaco,Workshop Shaco,Epic,1350,False,shaco,workshopshaco
Shaco,Asylum Shaco,Epic,1350,False,shaco,asylumshaco
Shaco,Masked Shaco,Epic,1350,False,shaco,maskedshaco
Shaco,Wild Card Shaco,Epic,1350,False,shaco,wildcardshaco
Shaco,Dark Star Shaco,Epic,1350,False,shaco,darkstarshaco
Shaco,Arcanist Shaco,Epic,1350,False,shaco,arcanistshaco
Shaco,Crime City Nightmare Shaco,Epic,1350,False,shaco,crimecitynightmareshaco
Shaco,Winterblessed Shaco,Epic,1350,False,shaco,winterblessedshaco
Shaco,Soul Fighter Shaco,Epic,1350,False,shaco,soulfightershaco
Shaco,Prestige Soul Fighter Shaco,Epic,1350,False,shaco,prestigesoulfightershaco
Shaco,Fright Night Shaco,Epic,1350,False,shaco,frightnightshaco
Shaco,Cat-in-the-Box Shaco,Epic,1350,False,shaco,cat-in-the-boxshaco
DrMundo,Dr. Mundo,Default,0,True,drmundo,drmundo
DrMundo,Toxic Dr. Mundo,Epic,1350,False,drmundo,toxicdrmundo
DrMundo,Mr. Mundoverse,Epic,1350,False,drmundo,mrmundoverse
DrMundo,Corporate Mundo,Epic,1350,False,drmundo,corporatemundo
DrMundo,Mundo Mundo,Epic,1350,False,drmundo,mundomundo
DrMundo,Executioner Mundo,Epic,1350,False,drmundo,executionermundo
DrMundo,Rageborn Mundo,Epic,1350,False,drmundo,ragebornmundo
DrMundo,TPA Mundo,Epic,1350,False,drmundo,tpamundo
DrMundo,Pool Party Mundo,Epic,1350,False,drmundo,poolpartymundo
DrMundo,El Macho Mundo,Epic,1350,False,drmundo,elmachomundo
DrMundo,Frozen Prince Mundo,Epic,1350,False,drmundo,frozenprincemundo
DrMundo,Street Demons Dr. Mundo,Epic,1350,False,drmundo,streetdemonsdrmundo
Sona,Sona,Default,0,True,sona,sona
Sona,Muse Sona,Epic,1350,False,sona,musesona
Sona,Pentakill Sona,Epic,1350,False,sona,pentakillsona
Sona,Silent Night Sona,Epic,1350,False,sona,silentnightsona
Sona,Guqin Sona,Epic,1350,False,sona,guqinsona
Sona,Arcade Sona,Epic,1350,False,sona,arcadesona
Sona,DJ Sona,Ultimate,3250,False,sona,djsona
Sona,Sweetheart Sona,Epic,1350,False,sona,sweetheartsona
Sona,Odyssey Sona,Epic,1350,False,sona,odysseysona
Sona,PsyOps Sona,Epic,1350,False,sona,psyopssona
Sona,Pentakill III: Lost Chapter Sona,Epic,1350,False,sona,pentakilliii:lostchaptersona
Sona,Star Guardian Sona,Epic,1350,False,sona,starguardiansona
Sona,Immortal Journey Sona,Epic,1350,False,sona,immortaljourneysona
Sona,Prestige Immortal Journey Sona,Epic,1350,False,sona,prestigeimmortaljourneysona
Sona,Victorious Sona,Epic,1350,False,sona,victorioussona
Sona,Spirit Blossom Springs Sona,Epic,1350,False,sona,spiritblossomspringssona
Kassadin,Kassadin,Default,0,True,kassadin,kassadin
Kassadin,Festival Kassadin,Epic,1350,False,kassadin,festivalkassadin
Kassadin,Deep One Kassadin,Epic,1350,False,kassadin,deeponekassadin
Kassadin,Pre-Void Kassadin,Epic,1350,False,kassadin,pre-voidkassadin
Kassadin,Harbinger Kassadin,Epic,1350,False,kassadin,harbingerkassadin
Kassadin,Cosmic Reaver Kassadin,Epic,1350,False,kassadin,cosmicreaverkassadin
Kassadin,Count Kassadin,Epic,1350,False,kassadin,countkassadin
Kassadin,Hextech Kassadin,Epic,1350,False,kassadin,hextechkassadin
Kassadin,Shockblade Kassadin,Epic,1350,False,kassadin,shockbladekassadin
Kassadin,Dragonmancer Kassadin,Epic,1350,False,kassadin,dragonmancerkassadin
Irelia,Irelia,Default,0,True,irelia,irelia
Irelia,Nightblade Irelia,Epic,1350,False,irelia,nightbladeirelia
Irelia,Aviator Irelia,Epic,1350,False,irelia,aviatorirelia
Irelia,Infiltrator Irelia,Epic,1350,False,irelia,infiltratorirelia
Irelia,Frostblade Irelia,Epic,1350,False,irelia,frostbladeirelia
Irelia,Order of the Lotus Irelia,Epic,1350,False,irelia,orderofthelotusirelia
Irelia,Divine Sword Irelia,Epic,1350,False,irelia,divineswordirelia
Irelia,iG Irelia,Epic,1350,False,irelia,igirelia
Irelia,PROJECT: Irelia,Epic,1350,False,irelia,project:irelia
Irelia,Prestige PROJECT: Irelia,Epic,1350,False,irelia,prestigeproject:irelia
Irelia,High Noon Irelia,Epic,1350,False,irelia,highnoonirelia
Irelia,Sentinel Irelia,Epic,1350,False,irelia,sentinelirelia
Irelia,Prestige PROJECT: Irelia (2022),Epic,1350,False,irelia,prestigeproject:irelia(2022)
Irelia,Mythmaker Irelia,Epic,1350,False,irelia,mythmakerirelia
Irelia,Porcelain Irelia,Epic,1350,False,irelia,porcelainirelia
Irelia,Spirit Blossom Irelia,Epic,1350,False,irelia,spiritblossomirelia
Janna,Janna,Default,0,True,janna,janna
Janna,Tempest Janna,Epic,1350,False,janna,tempestjanna
Janna,Hextech Janna,Epic,1350,False,janna,hextechjanna
Janna,Frost Queen Janna,Epic,1350,False,janna,frostqueenjanna
Janna,Victorious Janna,Epic,1350,False,janna,victoriousjanna
Janna,Forecast Janna,Epic,1350,False,janna,forecastjanna
Janna,Fnatic Janna,Epic,1350,False,janna,fnaticjanna
Janna,Star Guardian Janna,Epic,1350,False,janna,starguardianjanna
Janna,Sacred Sword Janna,Epic,1350,False,janna,sacredswordjanna
Janna,Bewitching Janna,Epic,1350,False,janna,bewitchingjanna
Janna,Guardian of the Sands Janna,Epic,1350,False,janna,guardianofthesandsjanna
Janna,Battle Queen Janna,Epic,1350,False,janna,battlequeenjanna
Janna,Crystal Rose Janna,Epic,1350,False,janna,crystalrosejanna
Janna,Cyber Halo Janna,Epic,1350,False,janna,cyberhalojanna
Janna,Prestige Cyber Halo Janna,Epic,1350,False,janna,prestigecyberhalojanna
Janna,Heavenscale Janna,Epic,1350,False,janna,heavenscalejanna
Janna,Dawnbringer Janna,Epic,1350,False,janna,dawnbringerjanna
Gangplank,Gangplank,Default,0,True,gangplank,gangplank
Gangplank,Spooky Gangplank,Epic,1350,False,gangplank,spookygangplank
Gangplank,Minuteman Gangplank,Epic,1350,False,gangplank,minutemangangplank
Gangplank,Sailor Gangplank,Epic,1350,False,gangplank,sailorgangplank
Gangplank,Toy Soldier Gangplank,Epic,1350,False,gangplank,toysoldiergangplank
Gangplank,Special Forces Gangplank,Epic,1350,False,gangplank,specialforcesgangplank
Gangplank,Sultan Gangplank,Epic,1350,False,gangplank,sultangangplank
Gangplank,Captain Gangplank,Epic,1350,False,gangplank,captaingangplank
Gangplank,Dreadnova Gangplank,Epic,1350,False,gangplank,dreadnovagangplank
Gangplank,Pool Party Gangplank,Epic,1350,False,gangplank,poolpartygangplank
Gangplank,FPX Gangplank,Epic,1350,False,gangplank,fpxgangplank
Gangplank,Gangplank the Betrayer,Epic,1350,False,gangplank,gangplankthebetrayer
Gangplank,PROJECT: Gangplank,Epic,1350,False,gangplank,project:gangplank
Corki,Corki,Default,0,True,corki,corki
Corki,UFO Corki,Epic,1350,False,corki,ufocorki
Corki,Ice Toboggan Corki,Epic,1350,False,corki,icetoboggancorki
Corki,Red Baron Corki,Epic,1350,False,corki,redbaroncorki
Corki,Hot Rod Corki,Epic,1350,False,corki,hotrodcorki
Corki,Urfrider Corki,Epic,1350,False,corki,urfridercorki
Corki,Dragonwing Corki,Epic,1350,False,corki,dragonwingcorki
Corki,Fnatic Corki,Epic,1350,False,corki,fnaticcorki
Corki,Arcade Corki,Epic,1350,False,corki,arcadecorki
Corki,Corgi Corki,Epic,1350,False,corki,corgicorki
Corki,Astronaut Corki,Epic,1350,False,corki,astronautcorki
Corki,Brick Toy Corki,Epic,1350,False,corki,bricktoycorki
Karma,Karma,Default,0,True,karma,karma
Karma,Sun Goddess Karma,Epic,1350,False,karma,sungoddesskarma
Karma,Sakura Karma,Epic,1350,False,karma,sakurakarma
Karma,Traditional Karma,Epic,1350,False,karma,traditionalkarma
Karma,Order of the Lotus Karma,Epic,1350,False,karma,orderofthelotuskarma
Karma,Warden Karma,Epic,1350,False,karma,wardenkarma
Karma,Winter Wonder Karma,Epic,1350,False,karma,winterwonderkarma
Karma,Conqueror Karma,Epic,1350,False,karma,conquerorkarma
Karma,Dark Star Karma,Epic,1350,False,karma,darkstarkarma
Karma,Dawnbringer Karma,Epic,1350,False,karma,dawnbringerkarma
Karma,Odyssey Karma,Epic,1350,False,karma,odysseykarma
Karma,Ruined Karma,Epic,1350,False,karma,ruinedkarma
Karma,Tranquility Dragon Karma,Epic,1350,False,karma,tranquilitydragonkarma
Karma,Faerie Queen Karma,Epic,1350,False,karma,faeriequeenkarma
Karma,Infernal Karma,Epic,1350,False,karma,infernalkarma
Karma,Spirit Blossom Karma,Epic,1350,False,karma,spiritblossomkarma
Taric,Taric,Default,0,True,taric,taric
Taric,Emerald Taric,Epic,1350,False,taric,emeraldtaric
Taric,Armor of the Fifth Age Taric,Epic,1350,False,taric,armorofthefifthagetaric
Taric,Bloodstone Taric,Epic,1350,False,taric,bloodstonetaric
Taric,Pool Party Taric,Epic,1350,False,taric,poolpartytaric
Taric,Taric Luminshield,Epic,1350,False,taric,taricluminshield
Taric,Space Groove Taric,Epic,1350,False,taric,spacegroovetaric
Taric,Fatebreaker Taric,Epic,1350,False,taric,fatebreakertaric
Veigar,Veigar,Default,0,True,veigar,veigar
Veigar,White Mage Veigar,Epic,1350,False,veigar,whitemageveigar
Veigar,Curling Veigar,Epic,1350,False,veigar,curlingveigar
Veigar,Veigar Greybeard,Epic,1350,False,veigar,veigargreybeard
Veigar,Leprechaun Veigar,Epic,1350,False,veigar,leprechaunveigar
Veigar,Baron Von Veigar,Epic,1350,False,veigar,baronvonveigar
Veigar,Superb Villain Veigar,Epic,1350,False,veigar,superbvillainveigar
Veigar,Bad Santa Veigar,Epic,1350,False,veigar,badsantaveigar
Veigar,Final Boss Veigar,Epic,1350,False,veigar,finalbossveigar
Veigar,Omega Squad Veigar,Epic,1350,False,veigar,omegasquadveigar
Veigar,Elderwood Veigar,Epic,1350,False,veigar,elderwoodveigar
Veigar,Furyhorn Cosplay Veigar,Epic,1350,False,veigar,furyhorncosplayveigar
Veigar,Astronaut Veigar,Epic,1350,False,veigar,astronautveigar
Veigar,Monster Tamer Veigar,Epic,1350,False,veigar,monstertamerveigar
Veigar,King Beegar,Epic,1350,False,veigar,kingbeegar
Veigar,Fright Night Veigar,Epic,1350,False,veigar,frightnightveigar
Trundle,Trundle,Default,0,True,trundle,trundle
Trundle,Lil' Slugger Trundle,Epic,1350,False,trundle,lilsluggertrundle
Trundle,Junkyard Trundle,Epic,1350,False,trundle,junkyardtrundle
Trundle,Traditional Trundle,Epic,1350,False,trundle,traditionaltrundle
Trundle,Constable Trundle,Epic,1350,False,trundle,constabletrundle
Trundle,Worldbreaker Trundle,Epic,1350,False,trundle,worldbreakertrundle
Trundle,Dragonslayer Trundle,Epic,1350,False,trundle,dragonslayertrundle
Trundle,Fright Night Trundle,Epic,1350,False,trundle,frightnighttrundle
Trundle,Esports Fan Trundle,Epic,1350,False,trundle,esportsfantrundle
Swain,Swain,Default,0,True,swain,swain
Swain,Northern Front Swain,Epic,1350,False,swain,northernfrontswain
Swain,Bilgewater Swain,Epic,1350,False,swain,bilgewaterswain
Swain,Tyrant Swain,Epic,1350,False,swain,tyrantswain
Swain,Dragon Master Swain,Epic,1350,False,swain,dragonmasterswain
Swain,Hextech Swain,Epic,1350,False,swain,hextechswain
Swain,Crystal Rose Swain,Epic,1350,False,swain,crystalroseswain
Swain,Winterblessed Swain,Epic,1350,False,swain,winterblessedswain
Swain,Chosen of the Wolf Swain,Epic,1350,False,swain,chosenofthewolfswain
Swain,Prestige Chosen of the Wolf Swain,Epic,1350,False,swain,prestigechosenofthewolfswain
Caitlyn,Caitlyn,Default,0,True,caitlyn,caitlyn
Caitlyn,Resistance Caitlyn,Epic,1350,False,caitlyn,resistancecaitlyn
Caitlyn,Sheriff Caitlyn,Epic,1350,False,caitlyn,sheriffcaitlyn
Caitlyn,Safari Caitlyn,Epic,1350,False,caitlyn,safaricaitlyn
Caitlyn,Arctic Warfare Caitlyn,Epic,1350,False,caitlyn,arcticwarfarecaitlyn
Caitlyn,Officer Caitlyn,Epic,1350,False,caitlyn,officercaitlyn
Caitlyn,Headhunter Caitlyn,Epic,1350,False,caitlyn,headhuntercaitlyn
Caitlyn,Lunar Wraith Caitlyn,Epic,1350,False,caitlyn,lunarwraithcaitlyn
Caitlyn,Pulsefire Caitlyn,Epic,1350,False,caitlyn,pulsefirecaitlyn
Caitlyn,Pool Party Caitlyn,Epic,1350,False,caitlyn,poolpartycaitlyn
Caitlyn,Arcade Caitlyn,Epic,1350,False,caitlyn,arcadecaitlyn
Caitlyn,Prestige Arcade Caitlyn,Epic,1350,False,caitlyn,prestigearcadecaitlyn
Caitlyn,Battle Academia Caitlyn,Epic,1350,False,caitlyn,battleacademiacaitlyn
Caitlyn,Arcane Enforcer Caitlyn,Epic,1350,False,caitlyn,arcaneenforcercaitlyn
Caitlyn,Prestige Arcade Caitlyn (2022),Epic,1350,False,caitlyn,prestigearcadecaitlyn(2022)
Caitlyn,Snow Moon Caitlyn,Epic,1350,False,caitlyn,snowmooncaitlyn
Caitlyn,Heartthrob Caitlyn,Epic,1350,False,caitlyn,heartthrobcaitlyn
Caitlyn,DRX Caitlyn,Epic,1350,False,caitlyn,drxcaitlyn
Caitlyn,Arcane Commander Caitlyn,Epic,1350,False,caitlyn,arcanecommandercaitlyn
Caitlyn,Prestige Arcane Commander Caitlyn,Epic,1350,False,caitlyn,prestigearcanecommandercaitlyn
Blitzcrank,Blitzcrank,Default,0,True,blitzcrank,blitzcrank
Blitzcrank,Rusty Blitzcrank,Epic,1350,False,blitzcrank,rustyblitzcrank
Blitzcrank,Goalkeeper Blitzcrank,Epic,1350,False,blitzcrank,goalkeeperblitzcrank
Blitzcrank,Boom Boom Blitzcrank,Epic,1350,False,blitzcrank,boomboomblitzcrank
Blitzcrank,Piltover Customs Blitzcrank,Epic,1350,False,blitzcrank,piltovercustomsblitzcrank
Blitzcrank,Definitely Not Blitzcrank,Epic,1350,False,blitzcrank,definitelynotblitzcrank
Blitzcrank,iBlitzcrank,Epic,1350,False,blitzcrank,iblitzcrank
Blitzcrank,Riot Blitzcrank,Epic,1350,False,blitzcrank,riotblitzcrank
Blitzcrank,Battle Boss Blitzcrank,Epic,1350,False,blitzcrank,battlebossblitzcrank
Blitzcrank,Lancer Rogue Blitzcrank,Epic,1350,False,blitzcrank,lancerrogueblitzcrank
Blitzcrank,Lancer Paragon Blitzcrank,Epic,1350,False,blitzcrank,lancerparagonblitzcrank
Blitzcrank,Witch's Brew Blitzcrank,Epic,1350,False,blitzcrank,witchsbrewblitzcrank
Blitzcrank,Space Groove Blitz & Crank,Epic,1350,False,blitzcrank,spacegrooveblitzandcrank
Blitzcrank,Victorious Blitzcrank,Epic,1350,False,blitzcrank,victoriousblitzcrank
Blitzcrank,Zenith Games Blitzcrank,Epic,1350,False,blitzcrank,zenithgamesblitzcrank
Blitzcrank,Beezcrank,Epic,1350,False,blitzcrank,beezcrank
Malphite,Malphite,Default,0,True,malphite,malphite
Malphite,Shamrock Malphite,Epic,1350,False,malphite,shamrockmalphite
Malphite,Coral Reef Malphite,Epic,1350,False,malphite,coralreefmalphite
Malphite,Marble Malphite,Epic,1350,False,malphite,marblemalphite
Malphite,Obsidian Malphite,Epic,1350,False,malphite,obsidianmalphite
Malphite,Glacial Malphite,Epic,1350,False,malphite,glacialmalphite
Malphite,Mecha Malphite,Epic,1350,False,malphite,mechamalphite
Malphite,Ironside Malphite,Epic,1350,False,malphite,ironsidemalphite
Malphite,Odyssey Malphite,Epic,1350,False,malphite,odysseymalphite
Malphite,Dark Star Malphite,Epic,1350,False,malphite,darkstarmalphite
Malphite,Prestige Dark Star Malphite,Epic,1350,False,malphite,prestigedarkstarmalphite
Malphite,FPX Malphite,Epic,1350,False,malphite,fpxmalphite
Malphite,Old God Malphite,Epic,1350,False,malphite,oldgodmalphite
Malphite,Lunar Guardian Malphite,Epic,1350,False,malphite,lunarguardianmalphite
Malphite,Pool Party Malphite,Epic,1350,False,malphite,poolpartymalphite
Katarina,Katarina,Default,0,True,katarina,katarina
Katarina,Mercenary Katarina,Epic,1350,False,katarina,mercenarykatarina
Katarina,Red Card Katarina,Epic,1350,False,katarina,redcardkatarina
Katarina,Bilgewater Katarina,Epic,1350,False,katarina,bilgewaterkatarina
Katarina,Kitty Cat Katarina,Epic,1350,False,katarina,kittycatkatarina
Katarina,High Command Katarina,Epic,1350,False,katarina,highcommandkatarina
Katarina,Sandstorm Katarina,Epic,1350,False,katarina,sandstormkatarina
Katarina,Slay Belle Katarina,Epic,1350,False,katarina,slaybellekatarina
Katarina,Warring Kingdoms Katarina,Epic,1350,False,katarina,warringkingdomskatarina
